phase,step,update,t,env_id,px_x,dist,a_x,a_y,a_w,reward,done,success,fail,timeout,robot_x,robot_y,head_yaw,target_x,target_y
offline_val,4669440,570,0,23,185.4007,5.8262,1.0000,-0.2054,-1.0000,0.9900,0,0,0,0,0.0400,-0.0082,-0.0628,5.6536,-3.5717
offline_val,4669440,570,0,24,94.0760,3.9883,1.0000,0.1737,0.6656,0.9900,0,0,0,0,0.0400,0.0069,0.0418,4.0024,0.7088
offline_val,4669440,570,0,25,78.7090,2.4726,0.5456,0.1091,0.7166,0.9900,0,0,0,0,0.0218,0.0044,0.0450,2.4641,0.7317
offline_val,4669440,570,0,26,49.5979,4.5195,1.0000,0.2733,1.0000,0.9900,0,0,0,0,0.0400,0.0109,0.0628,4.4179,2.4035
offline_val,4669440,570,0,27,55.0024,4.4599,1.0000,0.2693,1.0000,0.9900,0,0,0,0,0.0400,0.0108,0.0628,4.3716,2.1916
offline_val,4669440,570,0,28,84.3499,3.0355,0.7132,0.1349,0.7441,0.9900,0,0,0,0,0.0285,0.0054,0.0468,3.0313,0.7754
offline_val,4669440,570,0,29,95.3274,3.6375,0.9299,0.1562,0.6848,0.9900,0,0,0,0,0.0372,0.0062,0.0430,3.6518,0.6166
offline_val,4669440,570,0,30,75.9826,6.2483,1.0000,0.3188,0.8458,0.9900,0,0,0,0,0.0400,0.0128,0.0531,6.1899,2.0283
offline_val,4669440,570,0,31,-1.0000,0.0000,-0.0360,0.0182,1.0000,-0.0001,0,0,0,0,-0.0014,0.0007,0.0628,2.9803,-2.7246
offline_val,4669440,570,1,0,113.3905,6.3703,1.0000,0.1862,0.2598,-0.0053,0,0,0,0,0.0799,0.0139,0.0236,6.4500,0.0978
offline_val,4669440,570,1,1,53.5434,3.9851,1.0000,0.2328,1.0000,0.0213,0,0,0,0,0.0793,0.0210,0.1257,3.8143,2.2520
offline_val,4669440,570,1,2,75.5746,5.9606,1.0000,0.3105,0.9346,0.0172,0,0,0,0,0.0791,0.0281,0.1216,5.7985,2.3655
offline_val,4669440,570,1,3,61.5973,2.7899,0.7079,0.1637,1.0000,0.0253,0,0,0,0,0.0565,0.0149,0.1257,2.6923,1.4098
offline_val,4669440,570,1,4,96.8567,3.0355,0.6899,0.1185,0.6421,0.0164,0,0,0,0,0.0561,0.0111,0.0835,3.0524,0.6075
offline_val,4669440,570,1,5,12.1566,2.3530,-0.0354,0.0182,1.0000,0.9900,0,0,0,0,-0.0029,0.0014,0.1257,2.1110,2.0425
offline_val,4669440,570,1,6,80.3188,5.9383,1.0000,0.3060,0.8198,0.0162,0,0,0,0,0.0792,0.0277,0.1120,5.8227,2.0921
offline_val,4669440,570,1,7,176.0135,2.7211,0.1492,-0.3103,-1.0000,0.0260,0,0,0,0,0.0091,-0.0261,-0.1257,2.5452,-1.6619
offline_val,4669440,570,1,8,162.6316,1.9696,-0.0949,-0.3037,-1.0000,0.0291,0,0,0,0,-0.0095,-0.0257,-0.1257,1.8508,-1.0137
offline_val,4669440,570,1,9,104.2871,2.3646,0.4154,0.0294,0.2761,0.0027,0,0,0,0,0.0345,0.0046,0.0502,2.3893,0.2597
